Location,Prices_per_year (₦ or $),Bedrooms,Baths,Toilets
Ikate Lekki Lagos,"₦ 550,000",1.0,1.0,1.0
Iyana Ipaja Ipaja Lagos,"₦ 600,000",1.0,1.0,1.0
"Reddington Road, Close To Lbs Olokonla Ajah Lagos","₦ 1,700,000",2.0,2.0,3.0
Emily Boundary Igbogbo Ikorodu Lagos,"₦ 300,000",2.0,2.0,2.0
Aguda Surulere Lagos,"₦ 1,500,000",0.0,0.0,0.0
Ajao Estate Isolo Lagos,"₦ 800,000",1.0,1.0,2.0
Parkview Estate Ikoyi Lagos,"₦ 7,000,000",3.0,3.0,3.0
Camberwall Estate Abijo Ajah Lagos,"₦ 1,500,000",2.0,2.0,3.0
Budo Estate Thomas Estate Ajah Lagos,"₦ 3,000,000",3.0,3.0,4.0
Agunfoye Igbogbo Ikorodu Lagos,"₦ 300,000",2.0,2.0,3.0
"Unity Home Estate, Thomas Estate Ajah Lagos","₦ 1,500,000",1.0,2.0,2.0
Ajao Estate Isolo Lagos Mainland Isolo Lagos,"₦ 2,000,000",3.0,3.0,4.0
Lakowe Ajah Lagos,"₦ 450,000",0.0,0.0,0.0
Oniru Estate Off Palace Road Victoria Island Lagos,"₦ 1,000,000",1.0,1.0,1.0
Ajao Estate Isolo Lagos,"₦ 800,000",1.0,1.0,1.0
Abule Egba Abule Egba Lagos,"₦ 350,000",1.0,1.0,1.0
Main Asokoro Abuja,"₦ 600,000,000",5.0,5.0,6.0
Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,"₦ 120,000",1.0,1.0,1.0
Atlantic Beach Estate New Road Igbo Efon Lekki Lagos,"₦ 2,000,000",1.0,0.0,0.0
Big Top Street Macaulay Igbogbo Ikorodu Lagos,"₦ 300,000",2.0,2.0,2.0
Ikoyi Lagos,"₦ 13,000,000",3.0,0.0,0.0
Ikoyi Lagos,"₦ 20,000,000",4.0,4.0,4.0
Ilasan Lekki Lagos,"₦ 6,000,000",2.0,2.0,2.0
Surulere Lagos,"₦ 2,600,000",0.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 16,000,000",3.0,4.0,4.0
Shomolu Lagos,"₦ 600,000",0.0,0.0,0.0
Palmgroove Shomolu Lagos,"₦ 1,100,000",0.0,2.0,2.0
Ikate Lekki Lagos,"₦ 8,500,000",2.0,2.0,3.0
Alasia Ajah Lagos,"₦ 3,675,000",2.0,2.0,3.0
"Ikota Villa, Lekki Lagos","₦ 2,300,000",3.0,3.0,4.0
Banana Island Ikoyi Lagos,"₦ 20,000,000",3.0,4.0,4.0
Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,"₦ 120,000",1.0,1.0,1.0
Banana Island Road Ikoyi Lagos,"₦ 15,000,000",2.0,2.0,3.0
Banana Island Ikoyi Lagos,"₦ 23,000,000",3.0,4.0,4.0
Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,2.0,3.0
Ibuloko Close To Ayobo Ipaja Lagos,"₦ 600,000",4.0,4.0,4.0
Oniru Victoria Island Lagos,"₦ 12,000,000",3.0,3.0,4.0
Jakande Ajangbadi Ojo Lagos,"₦ 650,000",2.0,2.0,2.0
Oral Estate Ikota Lekki Lagos,"₦ 3,500,000",3.0,3.0,3.0
Oniru Victoria Island Lagos,"₦ 7,000,000",3.0,3.0,4.0
Chevron Lekki Lagos,"₦ 3,500,000",2.0,2.0,3.0
Chevron Lekki Lagos,"₦ 1,500,000",0.0,0.0,1.0
Banana Island Ikoyi Lagos,"₦ 10,000,000",1.0,2.0,2.0
Lekki Phase 1 Lekki Lagos,"₦ 8,000,000",3.0,3.0,4.0
Adeniyi Jones Ikeja Lagos,"₦ 5,000,000",0.0,0.0,0.0
Gbagada Lagos,"₦ 3,000,000",3.0,2.0,3.0
Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,"₦ 200,000",1.0,1.0,1.0
Isheri Egbe Idimu Lagos,"₦ 200,000",0.0,0.0,0.0
Ilassan Ikate Lekki Lagos,"₦ 4,000,000",2.0,2.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 5,000,000",3.0,3.0,4.0
Lagos Mainland Ajao Estate Isolo Lagos,"₦ 1,000,000",3.0,3.0,2.0
Oniru Victoria Island Lagos,"₦ 7,000,000",3.0,3.0,4.0
Banana Island Ikoyi Lagos,"₦ 10,000,000",1.0,1.0,2.0
Osapa London Lekki Lagos,"₦ 6,500,000",2.0,2.0,2.0
Rumens Road Old Ikoyi Ikoyi Lagos,"₦ 25,000,000",3.0,3.0,3.0
Karimu Kotun Victoria Island Lagos,"₦ 10,000,000",3.0,4.0,4.0
Sabo Yaba Lagos,"₦ 2,500,000",2.0,2.0,2.0
Shomolu Lagos,"₦ 1,000,000",0.0,2.0,2.0
Banana Island Ikoyi Lagos,"₦ 29,000,000",3.0,3.0,3.0
Off Admirathy Way Lekki Phase 1 Lekki Phase 1 Lekki Lagos,"₦ 3,200,000",1.0,1.0,2.0
Ajao Estate Isolo Lagos,"₦ 400,000",0.0,0.0,0.0
Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,"₦ 150,000",1.0,1.0,1.0
"Wole Olateju Crescent, Lekki Water Side Off Admiralty Way Lekki Phase 1 Lekki Lagos","₦ 25,000,000",6.0,6.0,7.0
Onipanu Shomolu Lagos,"₦ 900,000",0.0,0.0,0.0
Ologolo Lekki Lagos,"₦ 2,800,000",2.0,2.0,3.0
Abule Egba Lagos,"₦ 800,000",1.0,1.0,1.0
Ebute Metta Yaba Lagos,"₦ 5,000,000",4.0,4.0,4.0
Iyana Ipaja Ipaja Lagos,"₦ 700,000",1.0,1.0,1.0
Adeola Odeku Victoria Island Lagos,"₦ 17,000,000",3.0,3.0,4.0
Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos,"₦ 2,000,000",3.0,3.0,4.0
Ikate Lekki Lagos,"₦ 3,000,000",2.0,2.0,3.0
Olugbode Close To Ayobo Ipaja Lagos,"₦ 300,000",3.0,3.0,3.0
Latrax Str Igbogbo Ikorodu Lagos,"₦ 300,000",1.0,1.0,1.0
"Close To Happyland Estate, Olokonla Ajah Lagos","₦ 1,300,000",2.0,2.0,3.0
Close To Blenco Olokonla Ajah Lagos,"₦ 1,800,000",2.0,2.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Oceanbay Estate Orchid Road Along Lekki Expressway Lekki Lagos,"₦ 1,600,000",1.0,2.0,2.0
Ikota Lekki Lagos,"₦ 1,800,000",3.0,3.0,4.0
Latrax Str Igbogbo Ikorodu Lagos,"₦ 1,000,000",2.0,2.0,3.0
Iyana Ipaja Ipaja Lagos,"₦ 600,000",1.0,2.0,2.0
Owode Alpha Beach New Road Igbo Efon Lekki Lagos,"₦ 1,100,000",2.0,2.0,3.0
Abaranje Rd Abaranje Ikotun Igando Lagos,"₦ 500,000",0.0,0.0,0.0
Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos,"₦ 800,000",1.0,1.0,1.0
Off Admirathy Way Lekki Phase 1 Lekki Phase 1 Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Monastery Road Sangotedo Ajah Lagos,"₦ 1,500,000",3.0,3.0,3.0
Abule Egba Lagos,"₦ 300,000",1.0,1.0,1.0
Awoyaya Ajah Lagos,"₦ 900,000",2.0,2.0,2.0
Thomas Estate Ajah Lagos,"₦ 2,200,000",2.0,3.0,3.0
Itele Close To Ayobo Ipaja Lagos,"₦ 350,000",3.0,3.0,3.0
Ebute Metta Yaba Lagos,"₦ 4,000,000",3.0,3.0,3.0
Banana Island Road Mojisola Onikoyi Estate Ikoyi Lagos,"₦ 5,500,000",1.0,2.0,2.0
Ago Palace Way Okota Lagos,"₦ 2,500,000",3.0,4.0,4.0
Sangotedo Ajah Lagos,"₦ 2,000,000",3.0,3.0,4.0
Oke Afa Isolo Lagos,"₦ 300,000",1.0,1.0,1.0
Ikota Villa Estate Lekki Lagos,"₦ 1,700,000",1.0,1.0,1.0
Chevy View Estate Chevron Lekki Lagos,"₦ 500,000",1.0,1.0,1.0
Ikota Ikota Lekki Lagos,"₦ 1,700,000",1.0,1.0,1.0
Osapa London Lekki Lagos,"₦ 1,600,000",1.0,1.0,1.0
Dpk Estate Orchid Lekki Lagos,"₦ 1,000,000",4.0,4.0,5.0
Orchid Road Royal Pine Estate Chevron Lekki Lagos,"₦ 900,000",4.0,4.0,5.0
Estate Sangotedo Ajah Lagos,"₦ 2,000,000",3.0,3.0,4.0
Ikoyi Lagos,"₦ 22,500,000",3.0,0.0,0.0
Jakande Agungi Lekki Lagos,"₦ 3,300,000",3.0,3.0,4.0
"Oladipupo Avenue, Macaulay Igbogbo Ikorodu Lagos","₦ 300,000",3.0,3.0,3.0
Ikoyi Lagos,"₦ 25,000,000",4.0,,
"Debo Street, Selewu Igbogbo Ikorodu Lagos","₦ 600,000",3.0,3.0,4.0
Obamusa Estate Off Ajiran Road Agungi Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Olasco Street Igbogbo Ikorodu Lagos,"₦ 180,000",1.0,1.0,1.0
Ikate Lekki Lagos,"₦ 5,500,000",3.0,4.0,4.0
Ikate Lekki Lagos,"₦ 3,000,000",2.0,3.0,3.0
"Banana Island Road, Ikoyi Lagos","₦ 25,000,000",3.0,3.0,3.0
"Afuye Str,offin Igbogbo Ikorodu Lagos","₦ 500,000",1.0,1.0,1.0
Lugard Road Ikoyi Lagos,"₦ 15,000,000",3.0,3.0,4.0
Renecon Road Macaulay Igbogbo Ikorodu Lagos,"₦ 400,000",3.0,3.0,4.0
Valley View Estate Ebute Ikorodu Lagos,"₦ 1,000,000",2.0,2.0,3.0
Ago Palace Okota Lagos,"₦ 1,000,000",2.0,3.0,3.0
Aguda Surulere Lagos,"₦ 1,500,000",0.0,0.0,0.0
Oribanwa Ibeju Lekki Lagos,"₦ 300,000",1.0,1.0,1.0
Even Estate Badore Ajah Lagos,"₦ 1,200,000",2.0,3.0,3.0
Ikota Lekki Lagos,"₦ 2,500,000",3.0,3.0,4.0
Abuja Diplomatic Zone Wuye Abuja,"₦ 2,000,000,000",10.0,10.0,10.0
Bustop Behind Worldoil Petrol Station Ilasan Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Ikate Lekki Lagos,"₦ 8,000,000",2.0,3.0,3.0
Ologolo Lekki Lagos,"₦ 2,500,000",3.0,3.0,3.0
Off Olateju Olateju Mushin Lagos,"₦ 250,000",0.0,0.0,0.0
"L&k Estate, Langbassa Ajah Lagos","₦ 1,600,000",2.0,2.0,3.0
Chisco Bustop Behind Enyo Petrol Station Ikate Lekki Lagos,"₦ 2,800,000",1.0,1.0,1.0
L And K Estate Owode Lamgabasa Ajah Lagos,"₦ 1,200,000",0.0,0.0,0.0
Onipanu Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 450,000",0.0,0.0,0.0
L And K Estate Owode Lamgabasa Ajah Lagos,"₦ 1,600,000",2.0,3.0,3.0
Luth Road Mushin Lagos,"₦ 1,100,000",2.0,3.0,3.0
Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 600,000",0.0,0.0,0.0
Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 450,000",0.0,0.0,0.0
Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 800,000",1.0,0.0,0.0
Onipanu Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 400,000",0.0,0.0,0.0
Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 500,000",0.0,0.0,0.0
Fadeyi Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 120,000",0.0,0.0,0.0
John Okafor Axis Agungi Lekki Lagos,"₦ 800,000",1.0,1.0,1.0
Ago Palace Okota Lagos,"₦ 1,200,000",3.0,3.0,3.0
Ago Palace Okota Lagos,"₦ 1,500,000",2.0,3.0,3.0
Okota Lagos,"₦ 1,000,000",0.0,0.0,0.0
Orchid Lekki Lagos,"₦ 5,500,000",0.0,0.0,0.0
Royal Palm Will Estate Badore Ajah Lagos,"₦ 400,000",,,
Greenvile Estate Badore Ajah Lagos,"₦ 1,000,000",2.0,3.0,3.0
Lekki Phase 2 Lekki Lagos,"₦ 2,500,000",1.0,1.0,2.0
Off Kunsela Road Ikate Lekki Lagos,"₦ 4,000,000",0.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 14,000,000",2.0,2.0,3.0
Banana Island Ikoyi Lagos,"₦ 12,000,000",2.0,2.0,3.0
Banana Island Ikoyi Lagos,"₦ 16,000,000",2.0,2.0,3.0
"Kayfarm Estate, Obawole Ogba Lagos","₦ 1,300,000",2.0,0.0,0.0
Green Field Estate Ago Palace Okota Lagos,"₦ 1,200,000",1.0,2.0,2.0
Oniru Victoria Island Lagos,"₦ 10,000,000",0.0,0.0,0.0
Off Ailegun Road Bucknor Isolo Lagos,"₦ 1,300,000",3.0,4.0,4.0
Off Mobil Road Ilaje Ajah Lagos,"₦ 1,200,000",2.0,2.0,3.0
Royal Pine Estate Chevron Lekki Lagos,"₦ 800,000",1.0,1.0,1.0
Eko Energy City Eko Atlantic Victoria Island Lagos,"$ 137,600",4.0,4.0,4.0
Chevron Lekki Lagos,"₦ 900,000",1.0,1.0,
Olowora Ojodu Lagos,"₦ 1,500,000",2.0,2.0,3.0
Olokonla Ajah Lagos,"₦ 1,700,000",2.0,2.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 8,000,000",3.0,3.0,4.0
Prime Water View Estate Lekki Lagos,"₦ 3,500,000",,1.0,1.0
Sangotedo Ajah Lagos,"₦ 1,000,000",0.0,0.0,0.0
Remi Olowude Street Lekki Phase 1 Lekki Lagos,"₦ 16,000,000",3.0,3.0,3.0
Prime Water View Estate Lekki Lagos,"₦ 2,500,000",0.0,1.0,1.0
Olowora Ojodu Lagos,"₦ 1,500,000",2.0,2.0,3.0
Prime Water View Estate Lekki Lagos,"₦ 2,500,000",0.0,1.0,1.0
Pinnacle Station Area By Elf Lekki Lagos,"₦ 1,700,000",,,1.0
Ilasan Lekki Lagos,"₦ 1,200,000",,1.0,1.0
Pinnacle Fuel Station Lekki Phase 1 Lekki Lagos,"₦ 1,200,000",,1.0,1.0
"Shalom Estate, Gbetu New Road Awoyaya Ajah Lagos","₦ 500,000",1.0,1.0,1.0
Bucknor Estate Isolo Lagos,"₦ 1,400,000",2.0,2.0,3.0
1004 Estate Victoria Island Lagos,"₦ 6,500,000",2.0,1.0,2.0
Royal Pine Estate Orchid Lekki Lagos,"₦ 800,000",1.0,1.0,1.0
Omole Phase 1 Ojodu Lagos,"₦ 600,000",1.0,1.0,1.0
Victoria Island Lagos,"₦ 15,000,000",3.0,3.0,4.0
Banana Island Ikoyi Lagos,"₦ 35,000,000",3.0,3.0,4.0
Banana Island Ikoyi Lagos,"₦ 25,000,000",3.0,3.0,4.0
Phase 2 Osborne Foreshore Estate Ikoyi Lagos,"₦ 7,500,000",2.0,2.0,3.0
Osborne Phase 2 Osborne Foreshore Estate Ikoyi Lagos,"₦ 13,000,000",3.0,3.0,4.0
Remlek Badore Ajah Lagos,"₦ 500,000",1.0,1.0,1.0
Sangotedo Ajah Lagos,"₦ 800,000",1.0,1.0,2.0
Thomas Estate Ajah Lagos,"₦ 1,500,000",2.0,2.0,
Oyedele Anthony Village Maryland Lagos,"₦ 2,000,000",3.0,3.0,4.0
Ladele Dada Kilo Marsha Surulere Lagos,"₦ 2,000,000",3.0,3.0,4.0
Nnobi Surulere Lagos,"₦ 800,000",1.0,1.0,1.0
Agbonyin Surulere Lagos,"₦ 1,300,000",2.0,2.0,3.0
Nike Art Gallary Ikate Lekki Lagos,"₦ 3,700,000",1.0,1.0,1.0
Off Yerunde Brown Gbagada Ifako Gbagada Gbagada Lagos,"₦ 2,500,000",2.0,2.0,3.0
Bakery Bus Stop Badore Ajah Lagos,"₦ 350,000",1.0,1.0,1.0
Seaside Estate Badore Ajah Lagos,"₦ 750,000",0.0,0.0,0.0
Magodo Kosofe Ikosi Lagos,"₦ 2,700,000",3.0,3.0,4.0
Oregun Ikeja Lagos,"₦ 1,600,000",2.0,2.0,3.0
Omole Phase 2 Ojodu Lagos,"₦ 1,500,000",2.0,2.0,3.0
Unilag Estate Magodo Kosofe Ikosi Lagos,"₦ 3,000,000",3.0,3.0,4.0
Olowora Ojodu Lagos,"₦ 2,500,000",3.0,3.0,4.0
Lakowe Golf Ibeju Lekki Lagos,"₦ 750,000",1.0,1.0,2.0
Off Agbebi Road Ijesha Suruler Ijesha Surulere Lagos,"₦ 350,000",1.0,1.0,1.0
"Horizon 2 Estate, Meadow Hall Road, Chisco Ikate Lekki Lagos","₦ 5,000,000",3.0,3.0,4.0
Abijo Ajah Lagos,"₦ 900,000",1.0,1.0,2.0
Logos Church Street Osapa London Lekki Lagos,"₦ 1,500,000",1.0,2.0,2.0
Thera Peace Zone Aptech Estate Sangotedo Ajah Lagos,"₦ 1,500,000",2.0,2.0,3.0
Thera Annex Estate Sangotedo Ajah Lagos,"₦ 1,700,000",2.0,2.0,3.0
Sunny Villa Badore Ajah Lagos,"₦ 1,500,000",3.0,3.0,4.0
Ado Ajah Lagos,"₦ 1,700,000",2.0,3.0,3.0
Ocean Palm Estate Ogidan Sangotedo Eti Osa Lekki Lagos State Sangotedo Ajah Lagos,"₦ 2,500,000",3.0,3.0,4.0
Ikota Villa Estate By Mega Chicken Lekki Lagos,"₦ 700,000",1.0,1.0,1.0
Onikoyi Ikoyi Lagos,"₦ 13,000,000",3.0,3.0,4.0
Victoria Island Lagos,"₦ 15,000,000",3.0,3.0,4.0
Olowora Ojodu Lagos,"₦ 1,500,000",3.0,3.0,4.0
Iyana School Iba Ojo Lagos,"₦ 800,000",2.0,3.0,3.0
Greenland Estate Idowu Egba Igando Ikotun Igando Lagos,"₦ 500,000",1.0,2.0,1.0
Thera Miracle Zone Aptech Estate Sangotedo Ajah Lagos,"₦ 1,200,000",1.0,1.0,2.0
"Akiode Street, Off Grammar School By Omole Phase 1 Berger Ojodu Lagos","₦ 1,300,000",1.0,1.0,2.0
Opposite Mayfair Garden Awoyaya Ajah Lagos,"₦ 800,000",1.0,1.0,2.0
Royal Pine Estate Orchid Lekki Lagos,"₦ 800,000",1.0,1.0,1.0
Banana Island Ikoyi Lagos,"₦ 25,000,000",3.0,3.0,4.0
United Estate Sangotedo Ajah Lagos,"₦ 1,800,000",2.0,2.0,3.0
Neighborhood Off Lekki Epe Expressway Ajah Lagos,"₦ 3,200,000",3.0,4.0,4.0
Marshy Hill Estate Ado Road Ajah Lagos,"₦ 1,600,000",2.0,2.0,3.0
Isheri Oshun Bucknor Isolo Lagos,"₦ 700,000",1.0,1.0,2.0
Ikate Lekki Lagos,"₦ 10,000,000",2.0,3.0,3.0
Silverland Estate Sangotedo Ajah Lagos,"₦ 1,100,000",2.0,2.0,3.0
Ikota Villa Estate Lekki Lagos,"₦ 2,500,000",2.0,2.0,3.0
"Hopeville Estate Sangotedo ,lekki Ajah Lagos","₦ 2,000,000",2.0,2.0,3.0
Banana Island Estate Ikoyi Lagos,"₦ 40,000,000",5.0,5.0,6.0
Jumofak Ikorodu Lagos,"₦ 400,000",1.0,1.0,1.0
Hopeville Estate Sangotedo Ajah Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,2.0,3.0
Victory Estate By Shoprite Sangotedo Ajah Lagos,"₦ 1,600,000",3.0,3.0,4.0
"Off Bishop Aboyade Cole Road, Victoria Island Lagos","₦ 14,000,000",3.0,0.0,0.0
Orji Murray Street Behind Elevation Center Salem Jakande Lekki Lagos,"₦ 2,500,000",0.0,0.0,0.0
Royal Palm Will Badore Ajah Lagos,"₦ 500,000",0.0,0.0,0.0
United Estate Sangotedo Eti Osa Lagos State Sangotedo Ajah Lagos,"₦ 1,800,000",2.0,2.0,3.0
Thera Annex Estate Sangotedo Ajah Lagos,"₦ 1,700,000",2.0,2.0,3.0
Chevron Lekki Lagos,"₦ 1,800,000",1.0,1.0,1.0
Sunny Villa Badore Ajah Lagos,"₦ 1,200,000",3.0,3.0,4.0
"Sunshine Estate, Behind Blenco Supermarket, Sangotedo Lagos","₦ 1,100,000",1.0,1.0,1.0
Transformer Bucknor Estate Close To Community Bridge Ago Isolo Lagos,"₦ 650,000",1.0,1.0,1.0
Royal Palm Will Badore Ajah Lagos,"₦ 450,000",0.0,0.0,0.0
United Estate Sangotedo Ajah Lagos,"₦ 500,000",1.0,1.0,1.0
Sangotedo Ajah Lagos,"₦ 800,000",1.0,1.0,1.0
Banana Island Ikoyi Lagos,"₦ 12,000,000",2.0,0.0,0.0
"Milverton Road, Off Bourdillon Ikoyi Lagos","₦ 30,000,000",3.0,3.0,3.0
"Milverton Road, Off Bourdillon Ikoyi Lagos","₦ 30,000,000",3.0,3.0,3.0
Badore Ajah Lagos,"₦ 700,000",0.0,0.0,0.0
Bluewaters Oniru Victoria Island Lagos,"₦ 10,000,000",2.0,2.0,3.0
Ikota Lekki Lagos,"₦ 150,000,000",4.0,4.0,5.0
Thomas Estate Ajah Lagos,"₦ 2,000,000",3.0,4.0,5.0
Badore Ajah Lagos,"₦ 750,000",0.0,0.0,0.0
"Alakuko, Dalemo. Abule Egba Lagos","₦ 800,000",0.0,0.0,0.0
Banana Island Ikoyi Ikoyi Lagos,"₦ 8,000,000",3.0,3.0,3.0
Orchid Road Lekki Phase 2 Lekki Lagos,"₦ 1,500,000",,,
Ipaja Alimosho Lagos,"₦ 1,200,000",2.0,2.0,2.0
Fola Agoro Yaba Lagos,"₦ 600,000",0.0,0.0,0.0
Southern View Estate Chevron Lekki Lagos,"₦ 1,600,000",0.0,0.0,0.0
"United Estate ,ajah Sangotedo Lagos","₦ 1,400,000",2.0,3.0,3.0
Mobil Road Ilaje Ajah Lagos,"₦ 550,000",0.0,0.0,0.0
Seaside Badore Ajah Lagos,"₦ 1,200,000",2.0,0.0,0.0
Chevron Lekki Lagos,"₦ 3,000,000",3.0,3.0,4.0
1004 Estate 1004 Victoria Island Lagos,"₦ 9,000,000",3.0,3.0,3.0
Sangotedo Ajah Lagos,"₦ 2,200,000",2.0,2.0,3.0
Millenuim Ups Gbagada Lagos,"₦ 5,500,000",3.0,3.0,3.0
Off Coker Road Ilupeju Lagos,"₦ 2,500,000",2.0,3.0,3.0
Victoria Island Lagos,"₦ 1,500,000",0.0,0.0,1.0
Lekki Lagos,"₦ 6,000,000",0.0,0.0,0.0
Opposite Lagos Business School Lekki Lagos,"₦ 3,675,000",2.0,0.0,0.0
Abule Ijesha Yaba Lagos,"₦ 1,000,000",1.0,1.0,1.0
Parkview Estate Ikoyi Lagos,"₦ 7,000,000",3.0,3.0,3.0
Lekki County Ikota Lekki Lagos,"₦ 1,200,000",0.0,0.0,0.0
Shoprite Road Osapa London Lekki Lagos,"₦ 1,700,000",0.0,1.0,1.0
Orchid Lekki Lagos,"₦ 2,000,000",1.0,1.0,2.0
Osapa London Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Osapa London Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,"₦ 2,000,000",2.0,3.0,3.0
Ikota Villa Lekki Lagos,"₦ 900,000",1.0,1.0,1.0
Baruwa Ipaja Lagos,"₦ 1,000,000",3.0,4.0,4.0
Orji Murray Street Behind Elevation Center Salem Jakande Lekki Lagos,"₦ 2,300,000",0.0,0.0,0.0
Parkview Estate Ikoyi Lagos,"₦ 280,000,000",4.0,4.0,5.0
Onike Iwaya Yaba Lagos,"₦ 10,000",0.0,0.0,0.0
Harris Drive Vgc Lekki Lagos,"₦ 650,000",0.0,0.0,0.0
Chevron Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Off Ajayi Road Oke Ira Ogba Ikeja Lagos Nigerian Ajayi Road Ogba Lagos,"₦ 2,500,000",3.0,3.0,4.0
Mende Maryland Lagos,"₦ 1,000,000",1.0,1.0,1.0
Ifako Gbagada Gbagada Lagos,"₦ 1,500,000",1.0,2.0,2.0
Gbagada Lagos,"₦ 2,500,000",3.0,3.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 2,000,000",1.0,1.0,1.0
Awobo Estate Igbogbo Ikorodu Lagos,"₦ 500,000",2.0,2.0,3.0
"Divine Avenue ,close To Community Bridge Ago Palace Bucknor Isolo Lagos","₦ 1,000,000",1.0,1.0,2.0
Unity Estate Badore Ajah Lagos,"₦ 800,000",0.0,0.0,0.0
"Asorock Bucknor Estate, Jakande Axis. Isolo Lagos","₦ 900,000",1.0,1.0,2.0
Osapa London Lekki Lagos,"₦ 3,500,000",2.0,2.0,0.0
Unilag Estate Magodo Gra Phase 1 Ojodu Lagos,"₦ 2,000,000",3.0,3.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 6,000,000",3.0,3.0,4.0
"Lekki County , West End Estate Ikota Lekki Lagos","₦ 500,000",0.0,0.0,0.0
"Banana Island Road, Ikoyi. Banana Island Ikoyi Lagos","₦ 20,000,000",3.0,3.0,3.0
Olorunfemi Lasu Rd Ikotun Igando Lagos,"₦ 400,000",1.0,0.0,0.0
Thera Annex Estate Eti Osa Sangotedo Ajah Lagos,"₦ 1,300,000",1.0,1.0,2.0
Palmgroove Shomolu Lagos,"₦ 600,000",0.0,1.0,1.0
Thomas Estate Ajah Lagos,"₦ 1,300,000",1.0,1.0,2.0
Celestial Rd Close To Jendol Supermarket Igando Igando Ikotun Igando Lagos,"₦ 700,000",2.0,3.0,3.0
Ogba Lagos,"₦ 1,500,000",2.0,2.0,3.0
Hotel Bus Stop Lasu Rd Ikotun Igando Lagos,"₦ 450,000",1.0,1.0,1.0
Royal Estate Close To Diamond Estate Bus Stop Lasu Igando Road Ikotun Igando Lagos,"₦ 750,000",1.0,2.0,2.0
Aguda Surulere Lagos,"₦ 3,000,000",3.0,3.0,3.0
Celestial Rd Ikotun Igando Lagos,"₦ 600,000",3.0,3.0,3.0
Igbo Efon Lekki Lagos,"₦ 1,000,000",1.0,1.0,1.0
Ago Palace Okota Lagos,"₦ 1,800,000",3.0,3.0,4.0
General Hospital Bus Stop Lasu Rd Ikotun Igando Lagos,"₦ 500,000",2.0,3.0,3.0
Mafoluku Oshodi Lagos,"₦ 500,000",1.0,1.0,1.0
Palmgroove Shomolu Lagos,"₦ 700,000",1.0,0.0,0.0
Whitesand Lekki Phase 1 Lekki Lagos,"₦ 5,500,000",3.0,3.0,3.0
By Nicon Town Ikate Lekki Lagos,"₦ 2,200,000",1.0,1.0,2.0
"1b, Prince Bode Adebowale Crescent, Lekki Phase 1 Lekki Lagos","₦ 750,000",1.0,1.0,1.0
Off Masha Road Surulere Lagos,"₦ 900,000",1.0,2.0,2.0
Unity Estate Egbeda Alimosho Lagos,"₦ 2,000,000",2.0,3.0,3.0
Nnobi Kilo Marsha Surulere Lagos,"₦ 1,200,000",2.0,2.0,2.0
Off Masha Road Shitta Masha Surulere Lagos,"₦ 700,000",2.0,1.0,1.0
Royal Pine Orchid Road Lekki Phase 2 Lekki Lagos,"₦ 800,000",0.0,0.0,0.0
Ifako Gbagada Gbagada Lagos,"₦ 2,000,000",2.0,2.0,2.0
Adeola Odeku Victoria Island Lagos,"₦ 18,000,000",3.0,3.0,3.0
Asa Estate Soluyi Gbagada Lagos,"₦ 4,000,000",4.0,0.0,0.0
"Off College Road,ikeja Ifako Ogba Ogba Lagos","₦ 400,000",1.0,1.0,1.0
Marshy Hill Estate Akins Ado Road Ajah Lagos,"₦ 1,500,000",0.0,0.0,0.0
General Hospital Axis Ikotun Igando Lagos,"₦ 600,000",2.0,3.0,3.0
Transformer Bucknor Estate Close To Community Bridge Ago Isolo Lagos,"₦ 1,000,000",2.0,2.0,3.0
